Column1.designation,number of wines of this variety,mean points,standard deviation of mean points
Agostino Familia Gran Reserva,1,92.0,
Agostino Petri,1,90.0,
Agostino Petri Riserva,2,88.5,2.1213203435596424
Agostón,6,83.33333333333333,1.2110601416389974
Agostón Garnacha-Cabernet,1,81.0,
Agostón Rosé,1,85.0,
Agricola Centolani,3,89.66666666666667,0.5773502691896278
Agricola Centolani Riserva,1,92.0,
Agricultura Ecológica,1,89.0,
Aguia Moura Em Vinhas Velhas Reserva,1,92.0,
Aguia Moura em Vinhas Velhas Garrafeira,1,91.0,
Aguia Moura em Vinhas Velhas Reserva,6,90.5,2.3452078799117153
Ai Confini del Bosco,1,86.0,
Ai Livelli,2,90.0,1.4142135623730951
Ai Palazzi,2,87.0,0.0
Aiace Riserva,1,87.0,
Aichleiten Reserve,1,89.0,
Aigle Noir,1,86.0,
Aigle Royal,1,91.0,
Aigle d'Argent,1,91.0,
Aile d'Argent,1,91.0,
Aile d'Argent Barrel Sample,1,89.0,
Aimè,1,88.0,
Aimé,1,87.0,
Aione,1,93.0,
Aipierti,1,88.0,
Air,1,84.0,
Air de Famille,1,87.0,
Airén,1,80.0,
Aithos Rosso,1,91.0,
Aix,6,89.83333333333333,1.1690451944500109
Aix Red,1,89.0,
Ajè,1,90.0,
Akiko's Cuvee,1,93.0,
Akiko's Cuvée,6,93.16666666666667,2.1369760566432805
Al Canapo,1,86.0,
Al Carmine Inferno,1,89.0,
Al Caso,1,87.0,
Al Limite,2,88.0,2.8284271247461903
Al Muvedre Tinto Joven,3,86.66666666666667,0.5773502691896247
Al Passo,2,87.0,1.4142135623730951
Al Posto dei Fiori,1,90.0,
Al Posto dei Fiori Rosato,1,90.0,
Al Qasar,1,87.0,
Al di Là,1,89.0,
Al-Ria,2,87.5,0.7071067811865476
Al-Ria Reserva,1,90.0,
Al-muvedre,1,85.0,
Al-muvedre Tinto,1,88.0,
Alabaster,6,94.33333333333333,1.5055453054181624
Alabastro,2,84.0,1.4142135623730951
Alabastro Branco,1,84.0,
Alabastro Reserva,2,87.5,2.1213203435596424
Alabastro Reserva by Quinta de Terrugem,1,90.0,
Alabastro Roupeiro-Fernão Pires-Antão Vaz,1,87.0,
Alabastro by Quinta de Terrugem,1,86.0,
Alagna Superiore,1,87.0,
Alain de la Treille,9,85.44444444444444,1.1303883305208773
Alain de la Treille Le,1,84.0,
Alain de la Treille Le Rosé,1,85.0,
Alambre,1,90.0,
Alandra,3,84.66666666666667,1.1547005383792526
Alandra Branco,3,85.0,0.0
Alandra Rosé,1,83.0,
Alandra Tinto,1,85.0,
Alary,1,88.0,
Alary Vineyard,1,88.0,
Alasia Dessert Wine,1,89.0,
Alastro,3,87.66666666666667,0.5773502691896247
Alata,1,87.0,
Alate Kosher,1,83.0,
Alatus,3,90.66666666666667,1.5275252316519463
Alatus Blend,1,91.0,
Alauda,1,89.0,
Alaura,1,85.0,
Alavesa,1,86.0,
Alavigna Tosca,1,90.0,
Alaya,2,87.5,3.5355339059327378
Alazan,9,89.22222222222223,1.3944333775567932
Alazan CJ's Barrel,3,89.0,1.7320508075688772
Alb Demisec,1,87.0,
Alb Sec,1,84.0,
Alb de Murfatlar,1,86.0,
Alb de Purcari,2,90.0,0.0
Alba,7,85.42857142857143,1.7182493859684496
Alba Celilo Vineyard,1,90.0,
Alba Chiara Passito 500ml,1,83.0,
Alba Cor White,1,89.0,
Alba Nora,1,89.0,
Alba Valahica,1,87.0,
Alba de Breton,1,86.0,
Alba de Sierra,1,86.0,
Alba della Torre Secco,1,87.0,
Alba in Vigna,1,85.0,
Albacea,2,86.0,0.0
Albaclara Gran Reserva,1,86.0,
Albada Viña Viejas,1,85.0,
Albaliza,1,87.0,
Albamar,12,83.25,1.9598237397554656
Albamarina,1,93.0,
Alban Vineyard,2,94.0,0.0
Albareda,1,86.0,
Albariño,1,88.0,
Albariño de Fefiñanes,1,90.0,
Albarosa,1,85.0,
Albarossa,2,86.5,0.7071067811865476
Albatrello,1,85.0,
Albatro,2,87.5,2.1213203435596424
Albatros,5,86.0,1.999999999999999
Albatross,1,84.0,
Albe,4,91.25,2.7537852736430506
Albeggio,1,86.0,
Albera,1,86.0,
Alberello Cinquanta,1,87.0,
Albero Bobal,1,85.0,
Alberta,1,91.0,
Alberta Ferretti,3,86.66666666666667,0.5773502691896247
Alberti,1,86.0,
Alberti 154,1,87.0,
Alberto Furque,3,87.33333333333333,1.1547005383792526
Albesani,4,91.5,3.0000000000000004
Albesani Santo Stefano,2,93.5,0.7071067811865476
Albesani Santo Stefano Riserva,2,90.0,0.0
Albesani Vigna Borgese,1,91.0,
Albesani Vigna Santo Stefano,1,95.0,
Albiano,1,85.0,
Albithia,1,87.0,
Albori di Lampata,1,88.0,
Album Lua Cheia em Vinhas Velhas,1,87.0,
Album Reserva,2,89.5,2.1213203435596424
Albutom Vineyard,1,94.0,
Albutom Vineyard Estate,1,87.0,
Albutom Vineyard Estate Grown,2,91.0,1.4142135623730951
Alcamo,1,85.0,
Alcance,5,88.0,1.9999999999999987
Alcanta,3,86.33333333333333,1.1547005383792526
Alcanta Barrique Oak Aged,2,85.0,1.4142135623730951
Alcanta Crianza,1,84.0,
Alcanta Gran Reserva,1,81.0,
Alcaparral,2,88.5,0.7071067811865476
Alchemy,1,85.0,
Alchemy Vineyard,1,90.0,
Alchemy Vineyard Reserve,1,90.0,
Alchimie,1,92.0,
Alcineo,1,86.0,
Alconte,1,89.0,
Alconte Crianza,2,90.0,4.242640687119285
Alden Perry Reserve,3,91.66666666666667,2.516611478423582
Alder Creek Vineyard,1,85.0,
Alder Ridge Vineyard,9,88.0,2.179449471770337
Alder Ridge Vineyard  Rosé,1,88.0,
Alder Ridge Vineyard Inspiration,1,82.0,
Alder Ridge Vineyard La Montagnette,1,92.0,
Alder Ridge Vineyard Rosé,1,88.0,
Alder Springs,1,84.0,
Alder Springs Vineyard,13,90.76923076923077,1.9644272343292228
Alder Springs Vineyard Reserve,2,90.5,0.7071067811865476
Alder Springs Vineyard Spirit Rock,2,91.0,1.4142135623730951
Aldercreek Vineyard Red Wine,1,88.0,
Alderdale Destiny Ridge Vineyards Estate Grown,1,90.0,
Alderpoint Vineyard,2,87.5,4.949747468305833
Aldeya,1,85.0,
Aldiano,1,87.0,
Aldiano Riserva,1,90.0,
Aldo's Vineyard,1,93.0,
Aldo's Vineyard Estate Grown,1,94.0,
Aldone,2,91.0,1.4142135623730951
Aldonza Navamarín,1,88.0,
Aldonza Navamarín Limited Edition,1,87.0,
AleAnd Reserva,1,90.0,
Alea Tempranillo,1,85.0,
Aleatico,1,90.0,
Alegoría Gran Reserva,1,91.0,
Alegre,1,85.0,
Alegria,1,91.0,
Alegria Vineyard,6,87.5,1.378404875209022
Alegria Vineyard Ancient Vines,1,88.0,
Alegria Vineyard Medley,1,94.0,
Alegria Vineyard Old Vines Reserve,1,90.0,
Alegria Vineyards,5,88.2,2.1679483388678804
Alegria Vineyards Axiom,1,90.0,
Alegria Vineyards Heritage Vines,3,88.66666666666667,3.2145502536643202
Alegría Vineyard,1,90.0,
Alegría Vineyard Heritage Vines,1,88.0,
Alegría Vineyards Axiom,1,91.0,
Alegría Vineyards Medley,1,92.0,
Aleksander,1,88.0,
Aleksander Reserve,1,93.0,
Alente Premium,1,87.0,
Alento,2,87.0,1.4142135623730951
Alento Reserva,2,88.0,4.242640687119285
Alento Tinto,1,87.0,
Alenza Gran Reserva,1,86.0,
Aleramico,1,87.0,
Alesium,1,88.0,
Alessandra,2,88.5,0.7071067811865476
Alessandro Vineyard,2,91.0,0.0
Aleste,1,97.0,
Alexandar,1,86.0,
Alexander,2,94.5,0.7071067811865476
Alexander School Reserve,2,86.0,1.4142135623730951
Alexander School Reserve Big Barrel,1,85.0,
Alexander School Top of the Crop,1,92.0,
Alexander Valley Estate,1,85.0,
Alexander's Crown,5,91.6,0.8944271909999163
Alexander's Crown Vineyard,1,86.0,
Alexanders Vineyard,1,88.0,
Alexandra,1,90.0,
Alexandre Premier Cru Brut,1,88.0,
Alexandria's Cuvée,1,92.0,
Alexandrine,2,91.0,0.0
Alexandrine Brut Blanc de Blancs,1,91.0,
Alexia,1,92.0,
Alexis,7,89.14285714285714,3.2366943748507495
Alexis Skye,1,90.0,
Alfa Centauri,1,86.0,
Alfa Centauri Cabernet Sauvignon-Cabernet Franc-Merlot,1,92.0,
Alfa Crux,5,91.6,1.673320053068149
Alfa Spiga,2,92.5,2.1213203435596424
Alfar Reserva Edición Limitada,2,91.0,1.4142135623730951
Alfar Vendimia Seleccionada,1,89.0,
Alfaraz Colheita Seleccionada,1,86.0,
Alfaraz Reserva,1,85.0,
Alfaro Family VIneyard,1,93.0,
Alfaro Family Vineyard,2,91.5,2.1213203435596424
Alfaro Family Vineyards,1,90.0,
Alfeo,3,89.33333333333333,0.5773502691896247
Alfiera,1,91.0,
Alfio Moricone Selection Capitel della Crosara,1,90.0,
Alfio Moriconi Selection,3,87.33333333333333,0.5773502691896247
Alfonso Oloroso Seco,1,90.0,
Algazarra,1,84.0,
Alges,1,86.0,
Algunas Dias,1,91.0,
Algunas Dias Single Vineyard,1,87.0,
Alhambra,4,85.25,1.258305739211793
Ali d'Oro,1,84.0,
Aliança,7,86.42857142857143,2.370453040886408
Aliança Particular,1,87.0,
Aliança Reserva,5,88.6,2.302172886644269
Aliança Reserva Branco,1,88.0,
Aliara,3,89.0,2.0
Alicante Bouschet,1,83.0,
Alicante Bouschet+Aragonez+Trincadeira Reserva,1,90.0,
Alice,1,91.0,
Alice .g Metodo Classico,1,90.0,
Alice Blanc,1,86.0,
Alice Vineyard,4,86.75,1.707825127659933
Alice's Boushey Vineyard,1,83.0,
Alice's Vineyards Rosato,1,85.0,
Alice's Vineyards Rosato di,1,87.0,
Alice's Vineyards Rosato di Sangiovese,1,91.0,
Alicena,1,82.0,
Aliette,3,92.33333333333333,1.5275252316519452
Aligoté du Domaine,1,87.0,
Aliguer Brut Vintage,1,87.0,
Alimata,2,93.0,1.4142135623730951
Alina Medium Dry White Wine,1,87.0,
Alion,1,88.0,
Alios,2,88.0,4.242640687119285
Aliso,1,87.0,
Alison's Cuvée,1,90.0,
Alisos,2,90.0,1.4142135623730951
Alisos Vineyard,9,87.77777777777777,3.419714088113869
Alivetto,1,87.0,
Aliwen Reserva,20,86.55,1.1459310165698637
Alka,1,94.0,
All Blocks Tensley Vineyards,1,91.0,
All Boys,2,87.5,2.1213203435596424
All In,2,88.0,0.0
All In Claret,1,86.0,
All In Reserve,1,85.0,
All Profits to Charity,2,86.5,3.5355339059327378
All-In Sawyer Lindquist Vineyard,1,90.0,
Alla Prima,1,89.0,
Allamand Altamira,1,83.0,
Allan Nelson Vineyard,1,88.0,
Alle Viole,2,87.5,0.7071067811865476
Alleanza,4,91.0,0.816496580927726
Allegra,1,87.0,
Allegracore,1,93.0,
Allegracore Rosso,1,92.0,
Allegre Vineyard Verona White,1,89.0,
Allegre Vineyard Verona White Blend,1,89.0,
Allegro,3,86.0,0.0
Allegro Amabile,1,84.0,
Allegro Amabile Rosé,2,84.0,0.0
Allen Vineyard,17,94.3529411764706,2.6443613706949196
Allen Vineyard Hillside Blocks,1,94.0,
Allende,3,88.66666666666667,0.5773502691896247
Alliage,1,88.0,
Alliance,2,91.0,0.0
Alliance Brut,1,87.0,
Allo,1,88.0,
Allo Loureiro-Alvarinho,1,90.0,
Allomi,5,88.4,2.7018512172212605
Allomi Vineyard,4,85.5,1.2909944487358074
Alloro Vineyard,5,90.0,1.5811388300841882
Alloy,1,89.0,
Allure,1,86.0,
Alluvia Parcel,2,91.0,0.0
Alluvial,1,88.0,
Alluvial Fan,1,90.0,
Alluvial Fans,2,92.5,0.7071067811865476
Alluvium,2,87.0,1.4142135623730951
Alluvium Blanc,4,85.75,1.7078251276599334
Alluvium Red Table Wine,1,93.0,
Allyson Parsons,2,88.0,1.4142135623730951
Alma,1,93.0,
Alma Crimson,1,91.0,
Alma Cuvée Brut,1,88.0,
Alma Grande Reserva,4,89.25,1.258305739211793
Alma Mora,3,85.33333333333333,1.1547005383792526
Alma Scarlet,1,92.0,
Alma Semillon-Viognier-Pinot Gris,1,88.0,
Alma Tobia,1,91.0,
Alma Tobía Fermentado en Barrica,1,83.0,
Alma de Blanco,3,86.33333333333333,2.886751345948127
Alma de Cattleya Rose of,1,88.0,
Alma de Vino,1,93.0,
Alma's Napa,1,84.0,
Almacenista Amontillado del Puerto,1,92.0,
Almacenista Manuel Cuevas Jurado Amontillado de Sanlúcar de Barrameda,1,92.0,
Almacenista Palo Cortado de Jerez,1,94.0,
Almagìa,1,83.0,
Almancenista José Luis González Obregón Amontillado del Puerto,1,93.0,
Almazan,1,86.0,
Almendros,1,89.0,
Almerita Brut,1,88.0,
Almirez,6,91.83333333333333,0.4082482904638627
Almodí Petit,3,85.66666666666667,1.1547005383792495
Almond,1,86.0,
Almond Demi-Sec,1,82.0,
Almond Flat,1,84.0,
Almond Flat Estate Bottled,1,86.0,
Almost Dry,1,90.0,
Almost Unoaked,1,84.0,
Almyra,1,86.0,
Alnus,1,88.0,
Alnè Extra Dry,1,88.0,
Alné Extra Dry,1,87.0,
Aloise Francisco Vineyards,2,92.0,2.8284271247461903
Alon,4,89.5,0.5773502691896257
Alon Seasons Collection Blanco C,1,84.0,
Alondra de Los Prados Vineyard,1,89.0,
Alondra de los Prados,1,93.0,
Alondra de los Prados Vineyard,1,90.0,
Alone,2,82.5,3.5355339059327378
Alouette,2,84.5,2.1213203435596424
Aloysius,1,93.0,
Aloysius Sierra Madre Vineyard,1,92.0,
Alpe Regis Rosé,1,89.0,
AlpeRegis Millesimato Extra Brut,1,88.0,
Alpha,37,88.48648648648648,1.8351751599964157
Alpha  M,1,88.0,
Alpha M,4,92.25,0.9574271077563381
Alpha Marchigue Vineyard,1,88.0,
Alpha One Unfiltered,1,92.0,
Alpha Wolf Vineyards,1,87.0,
AlphaRed Lot III,1,87.0,
AlphaWOLF Ranch Estate,1,86.0,
Alphabet Wines,1,85.0,
Alphonse Dolly Les Doigts d'Or de Dolly,3,85.33333333333333,2.081665999466134
Alpine Vineyard,1,92.0,
Alqueve Tradicional,1,87.0,
Alqueve de Pinhal da Torre,1,91.0,
Alsace,1,93.0,
Alsace Dream,1,89.0,
Alsace One,1,91.0,
Alsegg,3,90.33333333333333,1.5275252316519452
Alsheimer Frühmesse Spätlese,1,88.0,
Alt. 120 Metres,1,87.0,
Alta,16,85.625,3.117156824201609
Alta Barrancas Vineyards,3,92.0,2.6457513110645907
Alta Chardonnay-Torrontes,1,82.0,
Alta Colina Vineyard,2,84.5,2.1213203435596424
Alta Collection,6,87.33333333333333,3.326659986633242
Alta Collection Malbec,1,82.0,
Alta Corte,3,85.33333333333333,1.5275252316519452
Alta Historic Rows,1,88.0,
Alta Las Barrancas Vineyards,2,89.0,2.8284271247461903
Alta Loma Vineyard,2,89.0,0.0
Alta Luna Phases,1,88.0,
Alta Max,1,86.0,
Alta Mesa Vineyard,2,88.0,7.0710678118654755
Alta Mora,1,94.0,
Alta Mora Rosso,1,88.0,
Alta Pete,1,91.0,
Alta Reserva,1,88.0,
Alta Reserve Barrancas Vineyards,1,88.0,
Alta Reserve Las Barrancas Vineyards,1,90.0,
Alta Río Crianza,2,87.0,1.4142135623730951
Alta Río Reserva,1,89.0,
Alta Valle,1,87.0,
Alta Vista Vyds,1,89.0,
Altamimbre,1,91.0,
Altamont,2,92.0,1.4142135623730951
Altano,7,86.42857142857143,0.5345224838248472
Altano Branco,1,87.0,
Altano Organically Farmed Vineyard,2,87.0,0.0
Altano Quinta da Ataíde Reserva,1,90.0,
Altano Quinta do Ataíde Made With Organic Grapes,1,89.0,
Altano Quinta do Ataíde Reserva,2,91.0,0.0
Altano Reserva,2,88.5,2.1213203435596424
Altanuta,1,86.0,
Altar,1,90.0,
Altas Cumbres,4,86.0,1.8257418583505538
Altavilla,1,89.0,
Altavilla della Corte,2,86.5,0.7071067811865476
Altazor,4,91.0,0.816496580927726
Altaïr,3,92.33333333333333,1.1547005383792495
Alte Point Smaragd,1,89.0,
Alte Reben,21,90.19047619047619,1.7210185245675766
Alte Reben Berglagen,1,95.0,
Alte Reben Bopparder Hamm Feinherb,1,94.0,
Alte Reben DAC Reserve,1,92.0,
Alte Reben Dry,1,91.0,
Alte Reben Höhlgraben Reserve,1,95.0,
Alte Reben Pössnitzberg,1,90.0,
Alte Reben Reserve,15,92.06666666666666,1.2798809468443697
Alte Reben Trarbacher Burgberg,1,89.0,
Alte Reben Trarbacher Schlossberg,1,91.0,
Alte Reben Trocken,5,88.0,2.3452078799117135
Alte Reben Vernatsch,1,89.0,
Alte Reben Weisser Burgunder,1,92.0,
Alte Reben Wurzelecht Dry Enkircher Steffensberg,1,89.0,
Alte Setzen Reserve,4,91.75,0.4999999999999988
Alte Weingärten,1,90.0,
Alte d'Altesi,2,91.5,2.1213203435596424
Altea,1,87.0,
Altemura,1,89.0,
Altenasso,2,91.0,2.8284271247461903
Altenberg,5,89.6,1.9493588689617918
Altenberg Reserve,2,92.0,1.4142135623730951
Altenberg de Bergbieten Grand Cru,1,94.0,
Altenberg de Bergbieten Grand Cru Les Jardins de Aurélien,1,92.0,
Altenberg de Bergheim Grand Cru,12,93.25,2.220769727328383
Altenberg de Bergheim Grand Cru Vieilles Vignes,2,92.5,0.7071067811865476
Altenberg-Bergbieten Grand Cru,2,92.5,0.7071067811865476
Altenbourg,4,91.5,1.7320508075688772
Altenburg,1,89.0,
Alteo,2,89.5,0.7071067811865476
Alter Berg,2,93.5,0.7071067811865476
Alter Ego,1,86.0,
Alter Ego de Château Palmer,4,91.5,1.7320508075688767
Alter Ego de Château Palmer Barrel Sample,1,92.0,
Alter Ego de Château Palmer Barrel sample,1,92.0,
Altera Rosé,1,88.0,
Altero,7,92.0,2.1602468994692874
Altes Kreuz,2,87.5,0.7071067811865476
Altes Vineyard,1,82.0,
Altesse Cuvée Gastronomie,1,87.0,
Alteza,1,84.0,
Alticelli,1,85.0,
Altimo,1,85.0,
Altimo Branco,1,84.0,
Altimus,3,88.33333333333333,4.041451884327382
Altitud,8,88.0,2.828427124746191
Altitud 1.100 Garnacha Tintorera,1,83.0,
Altitude +624,1,89.0,
Altitude 2401,2,89.5,0.7071067811865476
Altitude 2401 Fair Play Farms,9,86.44444444444444,3.0459444804161775
Altitude 2401 Peek Vineyard,1,91.0,
Altitude 2401 Reserve Fair Play Farms,1,89.0,
Altitude 412,1,87.0,
Altitude Reserva Bruto,1,86.0,
Altitude: 2401,2,84.5,2.1213203435596424
Altitudes,6,89.16666666666667,1.1690451944500142
Altivo Barrel Selection,1,81.0,
Altivo Vineyard Selection,1,86.0,
Altkirch,1,87.0,
Alto,9,89.33333333333333,3.2787192621510015
Alto Fhrà,1,87.0,
Alto Las Tacas,1,84.0,
Alto Lima,2,84.5,0.7071067811865476
Alto Limay Joven,1,84.0,
Alto Limay Select,1,82.0,
Alto Nero,1,88.0,
Alto Río Joven,1,85.0,
Alto Stratus,1,88.0,
Alto Valle,1,88.0,
Alto Vineyards,2,87.5,0.7071067811865476
Alto de Piedras Single Vineyard,1,90.0,
AltoPiano,1,86.0,
Altos Lanzaga,1,94.0,
Altos Lanzaga Gran Viñedo,2,88.0,5.656854249492381
Altos de Corral Barrel Fermented,1,90.0,
Altos de Inurrieta Reserva,1,88.0,
Altos de Lanzaga,1,90.0,
Altos de Losada,3,91.66666666666667,1.5275252316519485
Altos de Losada La Bienquerida,1,92.0,
Altos de Losada Viñedos Viejos Pequeñas Parcelas,1,92.0,
Altos de Luzón,1,91.0,
Altos de Tamaron,1,83.0,
Altos de Tamaron Reserva,1,83.0,
Altos de la Finca,1,91.0,
Altos del Plata,2,85.5,2.1213203435596424
Altosur,17,85.05882352941177,1.5996323106926058
Altosur Rosé,1,80.0,
Altozano,1,85.0,
Altrovino,4,89.25,2.7537852736430506
Altum Single Vineyard,1,88.0,
Altura,1,91.0,
Altura Maxima,1,83.0,
Alturas,1,92.0,
Altweingarten,1,88.0,
Altísimo,3,89.0,1.0
Aluado,7,88.71428571428571,1.7994708216848752
Aluvion Ensamblaje,1,92.0,
Aluvion Gran Reserva Ensamblaje,1,92.0,
Aluvional,3,93.0,1.0
Aluvional Altamira,1,92.0,
Aluvional Vista Flores,1,91.0,
Aluzé,1,86.0,
Alvarinho,1,89.0,
Alvarinho - Chardonnay,1,86.0,
Alvarinho-Chardonnay,2,86.0,2.8284271247461903
Alvarinho-Trajadura Grande Escolha,2,88.5,0.7071067811865476
Alvarinho-Viognier Reserva,1,88.0,
Alverd,1,88.0,
Alves Vieira,2,85.5,2.1213203435596424
Alves Vieira Branco,2,85.5,0.7071067811865476
Alves Vieira Reserva,2,87.0,1.4142135623730951
Alwa,1,88.0,
Alwa Limited Edition,2,88.5,0.7071067811865476
Alwenn,1,93.0,
Alègre,2,87.5,0.7071067811865476
Alìe,1,89.0,
Alìsia,1,86.0,
Alò,1,87.0,
Am Berg,4,90.75,1.4999999999999996
Am Fusse des Berges Ruster Ausbruch,1,88.0,
Am Zaum,1,86.0,
Amabile,8,84.875,1.726888200533798
Amabilin,1,89.0,
Amadeo,3,83.33333333333333,3.055050463303895
Amadeus,1,92.0,
Amadio,1,87.0,
Amado IV,2,89.5,3.5355339059327378
Amado Sur,4,85.5,2.3804761428476167
Amado Sur Chardonnay-Pinot Grigio-Viognier,1,85.0,
Amado Sur Malbec-Bonarda-Syrah,1,89.0,
Amado Sur Torrontés-Viognier-Chardonnay,1,87.0,
Amador Zinfandel,1,84.0,
Amadores,1,88.0,
Amaino,2,92.5,0.7071067811865476
Amalia,2,85.0,0.0
Amalie,1,87.0,
Amalie's Cuvée,3,89.66666666666667,1.5275252316519463
Amalthée,1,88.0,
Amancaya,3,89.33333333333333,0.5773502691896247
Amancaya Gran Reserva,1,89.0,
Amancio,3,94.66666666666667,0.5773502691896278
Amandi,2,89.0,1.4142135623730951
Amann Vineyard Old Vines,1,84.0,
Amano,1,91.0,
Amano Remolinos Vineyard,2,91.5,2.1213203435596424
Amansio Passito,1,89.0,
Amante,2,91.0,1.4142135623730951
Amantis,1,89.0,
Amantis Reserva,3,90.0,1.0
Amaranto,3,88.0,0.0
Amaranto 72 Riserva,1,90.0,
Amarasco,1,90.0,
Amaren,1,92.0,
Amaro,1,88.0,
Amaru High Vineyards Torrontés,1,83.0,
Amaryllis,2,88.5,2.1213203435596424
Amat Cerro Chapeu,1,86.0,
Amatino,1,87.0,
Amativo,2,87.5,0.7071067811865476
Amato,1,88.0,
Amatus Dulce,1,87.0,
Amauta Absoluto,1,86.0,
Amauta I Malbec-Cabernet-Syrah,1,85.0,
Amaya Ridge Vineyard,1,87.0,
Amazone de Palmer Brut,1,92.0,
Ambar 1907,1,88.0,
Ambassador's,2,86.0,5.656854249492381
Ambassador's 1953 Vineyard,2,94.5,2.1213203435596424
Ambassador's Vineyard,1,86.0,
Ambelonas at Agios Pavlos,1,87.0,
Ambelos Phos,1,88.0,
Amber,1,89.0,
Amber Dry Dakishvili Family Vineyards,1,83.0,
Amber Knolls,1,89.0,
Amber Knolls Vineyard,4,88.25,1.5000000000000004
Amber Ridge,1,94.0,
Amber Ridge Vineyard,9,88.0,2.2912878474779195
Amber's Cuvee,1,86.0,
Amberwine,1,86.0,
Ambiance,2,90.0,1.4142135623730951
Ambiance Roussanne-Grenache Blanc-Marsanne-Viognier,1,92.0,
Ambra,1,91.0,
Ambroise de l'Her,3,90.66666666666667,1.1547005383792495
Ambrosan,4,92.25,0.9574271077563362
Ambrosia Riserva,1,88.0,
Ambrosie Brut Grand Cru,1,93.0,
Ambruco,3,88.66666666666667,1.5275252316519463
Ambré,3,91.33333333333333,2.081665999466134
Ambré Vin Doux Naturel Biodynamie,1,90.0,
Ame de la Vigne,3,89.0,2.6457513110645907
Ameal S.H.,2,89.0,0.0
Amedeo,1,86.0,
Amedeo Pas Dosé Riserva,1,88.0,
Amelia,2,88.0,0.0
Amelia Limited Release,5,88.2,1.4832396974191326
Amelia's Block,1,90.0,
Ameri,2,89.5,3.5355339059327378
Ameri Single Vineyard,2,90.5,2.1213203435596424
American,3,86.66666666666667,3.0550504633038935
American Legend,1,85.0,
American Oak,1,85.0,
American River,1,87.0,
Americano,1,86.0,
Amerique,2,89.5,2.1213203435596424
Ameritage,1,84.0,
Ameritage Estate Club,1,81.0,
Amery Vineyard Basket Pressed,1,89.0,
Amery Vineyard Block 6,3,93.66666666666667,2.516611478423583
Amery Vineyard Cuthbert,1,92.0,
Amery Vineyard Hillside,1,93.0,
Ames Vineyard,5,93.4,1.8165902124584956
Amethyst,1,85.0,
Amethystos,6,89.16666666666667,2.3166067138525412
Amethystos Blanc,1,87.0,
Amethystos Rosé,1,87.0,
Ametys,1,85.0,
Ametzberg,1,87.0,
Amfora,3,91.0,2.6457513110645907
Amfora Rdece,1,89.0,
Amfora Sivi Pinot,1,89.0,
Ami's Vineyard,3,90.0,1.7320508075688772
Amici & Amanti,1,86.0,
Amineo,1,85.0,
Amiral,1,90.0,
Amiral de Beychevelle,1,92.0,
Amirault,1,91.0,
Amistà,1,89.0,
Ammazzaconte,1,87.0,
Ammiraglia,2,88.5,2.1213203435596424
Ammiraglia Massovivo,1,87.0,
Ammonites,5,90.8,1.3038404810405302
Ammos,1,85.0,
Ammos Reserve Terra Leone Single Vineyard Selection,1,90.0,
Ammos Terra Leone Single Vineyard Selection,1,87.0,
Amoenus,3,92.66666666666667,0.5773502691896247
Amoenus Vineyard,2,87.0,1.4142135623730951
Amon-Ra Unfiltered,1,96.0,
Amongae,1,87.0,
Amontillado,1,90.0,
Amontillado Carlos VII,1,90.0,
Amontillado Los Arcos Dry,1,89.0,
Amontillado Sherry,1,89.0,
Amor Special Cuvée,1,84.0,
Amorani,1,89.0,
Amore,5,85.0,2.449489742783177
Amorio,1,90.0,
Amorosa Amabile Rosato,1,85.0,
Amorosa Vineyard,1,87.0,
Amorío,1,89.0,
Amour,1,85.0,
Amour de Deutz Brut,4,94.25,0.9574271077563388
Amour de Deutz Brut Rosé,3,94.66666666666667,0.5773502691896247
Amour de Deutz Millesimé Brut,1,93.0,
Amour de Dieu,3,88.66666666666667,2.309401076758502
Amoureux Estate Grown,1,87.0,
Ampakama,8,84.0,1.1952286093343936
Ampakama Estate Bottled,1,87.0,
Ampakama Intenso,1,83.0,
Amparo Estate,2,90.0,2.8284271247461903
Ampelo,2,86.0,1.4142135623730951
Ampelos,1,91.0,
Ampelos Vineyard,5,90.8,2.387467277262664
Ampelos Vineyard Delta,1,90.0,
Ampelos Vineyard Lambda,2,90.5,0.7071067811865476
Ampelos Vineyard Syrache,1,86.0,
Amperg,1,88.0,
Amphibolite Nature,1,90.0,
Amphitheater Block,1,91.0,
Amphora,1,84.0,
Amphora Vinho de Talha,1,87.0,
Amphorae,2,84.0,0.0
Amplius,2,87.0,0.0
Amplus,11,87.36363636363636,1.7477257950106075
Amplus Old Vine,3,89.33333333333333,1.5275252316519452
Amplus Old Vines,1,90.0,
Amplus One,5,88.6,1.949358868961795
